,aspectRatio,area,perimeter,rectangularity,circularity,equiDiameter,angle,red_mean,red_std,green_mean,green_std,blue_mean,blue_std,contrast,correlation,inverse_diff_moments,entropy,classification
0,0.17857142857142858,69.0,57.31370830535889,2.028985507246377,47.60668347408354,9.373021315815206,3.6928319931030273,17.16757057057057,23.955711538150435,96.86873873873874,75.70066388231369,123.66765165165165,95.7965886210057,503.4044533638572,0.9563407837308591,0.3976487026102481,11.033529449160545,tulip
1,1.332,275146.5,5160.0886471271515,1.2102643500825923,96.77213719313353,591.8846208472336,88.97605895996094,43.84019519519519,56.14789616009796,76.38926726726727,63.23397267152731,65.6346996996997,63.91080007714981,319.0165862441132,0.960295454459545,0.5110646702489806,10.08153431219698,tulip
2,0.5,0.0,2.0,null,null,0.0,null,48.77903603603604,38.4310240608036,70.2897957957958,45.828850956120434,81.92205105105106,53.496321213900465,441.99184584741755,0.9089893566505693,0.29689539544636523,11.241356782938917,tulip
3,2.24,499.0,148.7695518732071,2.80561122244489,44.353466061232176,25.206081266687335,83.33849334716797,75.75580154639175,47.86847604173914,99.72559020618557,54.88437279499613,102.22707989690721,47.151085240528616,656.9294678867544,0.911525538285499,0.3832751820233139,10.715767581600925,tulip
4,0.5789473684210527,23.5,44.870057225227356,8.893617021276595,85.67327810192245,5.4700209598571305,28.591373443603516,26.174229702970297,45.58677939810829,64.3439207920792,67.51629775871328,61.22029306930693,65.5903789859311,217.3095406074801,0.97332797197514,0.5223257896332867,9.680294551707675,tulip
5,0.7507507507507507,331096.0,2415.4558436870575,1.005750598013869,17.62155668688826,649.2800014659572,90.72943115234375,39.927303303303304,30.971429154932423,75.96584384384384,61.38195946262314,93.48397597597598,66.853362110764,313.3213721447322,0.9538233618173202,0.21811694639868,12.317686898813253,tulip
6,1.0,0.0,0.0,null,null,0.0,null,55.85285076923673,61.32207300990073,126.51604175468927,60.61026368906923,142.7963237887768,74.76316199099635,669.8163990696111,0.9387315308204309,0.34159886885540136,11.53259383011739,tulip
7,3.0,4.0,10.828427076339722,3.0,29.313708236901803,2.256758334191025,null,113.77750174216028,105.20164833118552,161.592574912892,60.581516666329996,164.08135540069685,62.324002496807935,530.183283737483,0.9518178321743898,0.472030895868332,10.736657849011538,tulip
8,0.6666666666666666,16.0,23.656854152679443,3.375,34.977921775071664,4.51351666838205,2.017784595489502,56.83291891891892,46.55757867372822,74.6956126126126,46.06864827976186,82.88987087087087,50.33824104211982,309.8164187275678,0.9402249752870355,0.4366531642860768,10.261399073403814,tulip
9,1.0721442885771544,255451.5,2686.198045730591,1.0450711778948254,28.24669238930617,570.3077691579472,174.57681274414062,52.978266814001834,35.50602763798337,119.00773135055157,42.50612694419183,127.23719963291069,47.24467223742365,449.3346968614326,0.9248121035561574,0.48599997019237495,9.844509537470692,tulip
10,3.0,0.0,4.0,null,null,0.0,null,44.11080745341615,57.32627368517443,69.42131925465839,41.768927357188936,87.6764,41.65776854988189,440.3005559359811,0.8906279133366195,0.5373470650899376,9.637796424190473,tulip
11,1.4285714285714286,26.5,25.899494647979736,2.641509433962264,25.312597095121923,5.808687281605183,0.0,73.56151935483871,59.90190628568763,79.72041935483871,62.296850920916135,83.66840645161291,61.92362544016744,905.5182332945101,0.8808777838343864,0.2500178316102644,12.03018096204194,tulip
12,1.332,325666.5,2772.634556412697,1.0225184352704377,23.60544416884706,643.9343648195007,92.91677856445312,85.54221621621622,48.634373851147615,104.28324924924925,37.51743712170539,87.59772372372372,36.495351790688,547.0663029685102,0.9040730654006829,0.40128750612917047,10.19835016788934,tulip
