Unnamed: 0,aspectRatio,area,perimeter,rectangularity,circularity,equiDiameter,angle,red_mean,red_std,green_mean,green_std,blue_mean,blue_std,contrast,correlation,inverse_diff_moments,entropy,classification
0,0.5714285714285714,13.5,16.242640614509586,2.074074074074074,19.542472157934533,4.145929793656026,177.6345977783203,141.76833982926482,57.08381816416298,117.42170324901771,47.90188050475804,122.47130165843498,48.23989834379314,527.4108896444753,0.9305841621060532,0.4972640747897288,10.24351968007193,bluebell
2,1.5,80.5,40.727921843528755,1.8633540372670807,20.60575922599486,10.124020118074668,40.73036193847656,103.46128184512736,65.1832032912655,77.10282041128164,34.45216120667845,97.29020116080463,35.288392719218265,429.94202466718315,0.907009279989272,0.4561766666135553,9.605080858190275,bluebell
3,1.75,15.0,15.656854152679445,1.8666666666666667,16.342472130551702,4.370193722368317,93.5662841796875,138.03477477477477,78.61150083790739,114.45577477477478,75.15378517088034,118.78696396396394,72.81982141163301,848.1938393410949,0.9424334680004138,0.3472853531788218,11.364827275203762,bluebell
4,1.4864864864864864,972.5,157.15432786941528,2.0925449871465296,25.395869170270103,35.188427888369006,112.89421081542969,141.73083570504528,63.84107074479836,119.26293143596378,53.227753878705165,118.60647347994824,46.41586486047699,593.2925671092719,0.9281099950246882,0.4567670230690897,10.807896471715171,bluebell
6,1.1,19.0,29.798989295959476,5.789473684210527,46.73577700319512,4.918490759365935,46.83283615112305,93.82532427184465,58.67876419967997,123.33900194174757,50.59111770167616,106.52940194174757,48.31340879617587,944.0896409770164,0.8974111651243158,0.4280526468309428,10.119689208396602,bluebell
7,2.1,131.0,56.82842707633972,1.6030534351145038,24.652443694434055,12.914889870235298,94.11226654052734,85.88272936660269,45.330918909843724,123.26751631477929,45.16698271454185,122.43206525911707,53.293198089494545,553.6391290876046,0.9240602707925054,0.4230397619971416,10.585725788234686,bluebell
9,0.5714285714285714,11.0,15.656854033470154,2.5454545454545454,22.285188929580965,3.7424103185095556,143.98336791992188,94.3331030799073,71.91914927471291,130.41601840956466,47.04921717849272,74.17382259508997,41.909397409366996,908.589376570515,0.8763257148936309,0.321185965917317,11.239452071818832,bluebell
10,1.3333333333333333,27.0,21.656854152679443,1.7777777777777777,17.371086362608477,5.863230142835039,145.69544982910156,70.20475121951219,69.99018341524105,53.163358536585356,53.22240037609543,51.266085365853655,51.0018725724375,174.98468100327042,0.9715322088609404,0.605694872340494,8.992450705786625,bluebell
12,1.131578947368421,10660.5,908.1147861480713,2.4524178040429625,77.35776603543523,116.50480748299276,10.122252464294434,103.35762051282052,65.3731149806223,125.84409230769229,55.36388001883718,122.23645811965812,54.252804933138755,979.7895482978751,0.906021462798948,0.36827134606673456,10.803221263580896,bluebell
14,0.28,94.0,54.14213538169861,1.8617021276595744,31.18479599670405,10.94004191971426,175.4496307373047,127.05067469879519,54.921296247198065,120.20102409638555,46.16556231141932,97.08123795180721,55.31231948255078,473.3362535011145,0.9315874604725284,0.4006015663708961,10.67430139928556,bluebell
16,0.9142857142857144,163.0,108.56854140758514,6.871165644171778,72.31366983662902,14.406180819073164,143.5614471435547,104.49681781376518,53.48137242397042,97.77845344129555,31.38806368595609,93.90147638326586,50.35698662017035,459.35064900556296,0.9051506579256516,0.5121268214994624,9.837915105760693,bluebell
17,0.7002801120448179,355354.5,2462.8700572252274,1.004630587202357,17.069514861290894,672.6450786258615,179.5118408203125,62.85041176470589,69.88047776295946,97.45850980392157,42.305328065922275,73.89831932773109,60.02898867854745,301.98670100250945,0.9473939808326948,0.6477823242727305,9.584111851031068,bluebell
19,0.5185185185185185,255.5,69.2132030725479,1.4794520547945205,18.749383481650707,18.036427131775127,64.35597991943361,116.69481491344874,93.0783319684894,111.13452729693742,54.02402265268804,102.2730599201065,57.746556138612384,484.82165457993835,0.9477232713056946,0.4770814209899577,10.548022515681474,bluebell
20,1.4444444444444444,60.5,38.242640614509575,1.9338842975206607,24.17354646562873,8.77673016883152,111.37742614746094,149.57632411067198,62.446614929330686,103.46074571805006,47.21146620036046,144.28110671936759,58.65129726367466,376.89854459088343,0.9532294545027884,0.4951492805611854,10.537817265258838,bluebell
